============================================================================================================
SETUP C RAW live-kausal | Fenster JUL26 | N=48
Zeitraum: 2026-07-01 .. 2026-08-01  (ende-exklusiv)
Trades: n=18  gewertet=18  zensiert=0
Summe R (r_f4): +11.12R   Summe r_ref: +21.03R
Mean R: 0.62   Median R: -1.00
Winrate: 44.4%  (8W/10L)
Profit Faktor: 2.11
Bester Trade: +7.76R   Schlechtester: -1.00R
Max Gewinnserie: 3 (Summe +9.81R)
Max Verlustserie: 3 (Summe -3.00R)
Max Drawdown (R-Kurve): -3.00R
Exit: INITIAL_SL_INTRABAR=10 | ZEIT_EXIT_CLOSE=8
mittl. Haltedauer: 28 Bars
============================================================================================================

============================================================================================================
SETUP C RAW live-kausal | Fenster JUL26 | N=96
Zeitraum: 2026-07-01 .. 2026-08-01  (ende-exklusiv)
Trades: n=18  gewertet=18  zensiert=0
Summe R (r_f4): +11.13R   Summe r_ref: +21.44R
Mean R: 0.62   Median R: -1.00
Winrate: 38.9%  (7W/11L)
Profit Faktor: 2.01
Bester Trade: +7.22R   Schlechtester: -1.00R
Max Gewinnserie: 2 (Summe +9.83R)
Max Verlustserie: 3 (Summe -3.00R)
Max Drawdown (R-Kurve): -4.43R
Exit: INITIAL_SL_INTRABAR=11 | ZEIT_EXIT_CLOSE=7
mittl. Haltedauer: 47 Bars
============================================================================================================

ALLE TRADES (chronologisch je Horizont, inkl. Zeitstempel):
  N | Phase | Dir  | Entry-TS          |   Entry | Exit-TS           |    Exit | Exit-Grund        |   HD |   r_f4 |  r_ref
------------------------------------------------------------------------------------------------------------
 48 | P2   | up   | 2026-07-02 03:00 |   59.441 | 2026-07-02 15:00 |   61.260 | ZEIT_EXIT_CLOSE        |   48 |   +3.71 |   +6.80
 48 | P3   | up   | 2026-07-02 15:30 |   60.915 | 2026-07-03 04:30 |   62.489 | ZEIT_EXIT_CLOSE        |   48 |   +1.95 |   +5.74
 48 | P4   | up   | 2026-07-03 04:45 |   62.490 | 2026-07-03 08:15 |   62.112 | INITIAL_SL_INTRABAR    |   14 |   -1.00 |   -1.34
 48 | P5   | down | 2026-07-06 14:45 |   61.497 | 2026-07-06 20:30 |   62.189 | INITIAL_SL_INTRABAR    |   23 |   -1.00 |   -2.50
 48 | P7   | down | 2026-07-08 10:30 |   59.693 | 2026-07-08 22:30 |   58.159 | ZEIT_EXIT_CLOSE        |   48 |   +1.37 |   +5.71
 48 | P8   | down | 2026-07-09 03:15 |   58.203 | 2026-07-09 08:00 |   58.545 | INITIAL_SL_INTRABAR    |   19 |   -1.00 |   -1.31
 48 | P9   | down | 2026-07-13 16:30 |   57.959 | 2026-07-14 05:30 |   57.572 | ZEIT_EXIT_CLOSE        |   48 |   +1.03 |   +1.48
 48 | P10  | down | 2026-07-16 07:45 |   57.252 | 2026-07-16 08:00 |   57.417 | INITIAL_SL_INTRABAR    |    1 |   -1.00 |   -0.64
 48 | P11  | down | 2026-07-17 03:30 |   55.531 | 2026-07-17 08:00 |   55.858 | INITIAL_SL_INTRABAR    |   18 |   -1.00 |   -1.31
 48 | P12  | up   | 2026-07-17 16:15 |   55.674 | 2026-07-20 05:15 |   57.140 | ZEIT_EXIT_CLOSE        |   48 |   +7.76 |   +5.85
 48 | P13  | up   | 2026-07-21 04:45 |   57.630 | 2026-07-21 16:45 |   58.919 | ZEIT_EXIT_CLOSE        |   48 |   +1.57 |   +4.97
 48 | P14  | up   | 2026-07-22 03:00 |   59.181 | 2026-07-22 15:00 |   59.382 | ZEIT_EXIT_CLOSE        |   48 |   +0.48 |   +0.75
 48 | P15  | down | 2026-07-22 15:15 |   59.379 | 2026-07-22 15:15 |   59.537 | INITIAL_SL_INTRABAR    |    0 |   -1.00 |   -0.59
 48 | P15  | up   | 2026-07-22 15:45 |   59.992 | 2026-07-23 00:00 |   59.338 | INITIAL_SL_INTRABAR    |   29 |   -1.00 |   -2.42
 48 | P17  | down | 2026-07-24 02:15 |   57.370 | 2026-07-24 02:45 |   57.746 | INITIAL_SL_INTRABAR    |    2 |   -1.00 |   -1.46
 48 | P19  | down | 2026-07-27 14:15 |   58.786 | 2026-07-28 03:15 |   57.176 | ZEIT_EXIT_CLOSE        |   48 |   +3.25 |   +6.09
 48 | P21  | down | 2026-07-28 16:00 |   56.822 | 2026-07-28 17:00 |   57.267 | INITIAL_SL_INTRABAR    |    4 |   -1.00 |   -1.74
