# setup_c SWING_REVERSAL (isolierter Audit) - Fenster: S2
# Modell: Fade kontraer zum 2-Close-Bruch | Sequenz k_exh(Sweep+Docht) -> k_trig(Slope-Kipp) | strikte Invalidierung (F-A) | terminaler Zeit-Exit N=48 | arm=SWING_REVERSAL
# RECHTS_ZENSIERT: r_f4/r_ref = NaN (E2, strikt isoliert)
horizont	phase	dir	entry_idx	entry_ts	entry_preis	f4_initial_stop	sl_usd	exit_idx	exit_ts	exit_preis	exit_grund	haltezeit_bars	r_f4	r_ref
48	9	down	10813	2025-06-17 19:15:00	37.05200	37.36525	0.31325	10818	2025-06-17 20:30:00	37.09100	TRAILING_SL_INTRABAR	5	-0.12	-0.23
48	15	up	13725	2025-07-31 17:45:00	36.61400	36.43000	0.18400	13753	2025-08-01 01:45:00	36.65600	TRAILING_SL_INTRABAR	28	0.23	0.25
48	27	down	16991	2025-09-19 08:45:00	42.11200	42.51100	0.39900	16994	2025-09-19 09:30:00	42.16900	TRAILING_SL_INTRABAR	3	-0.14	-0.30
48	35	down	17715	2025-10-01 05:45:00	46.96800	47.16667	0.19867	17716	2025-10-01 06:00:00	47.09000	TRAILING_SL_INTRABAR	1	-0.61	-0.58
48	45	up	19423	2025-10-27 18:45:00	46.82800	45.90400	0.92400	19428	2025-10-27 20:00:00	46.84600	TRAILING_SL_INTRABAR	5	0.02	0.09
48	46	up	19488	2025-10-28 12:00:00	46.21700	45.96367	0.25333	19528	2025-10-28 23:00:00	46.84000	TRAILING_SL_INTRABAR	40	2.46	3.00
48	53	up	20701	2025-11-14 17:30:00	51.39700	50.32675	1.07025	20706	2025-11-14 18:45:00	51.18400	TRAILING_SL_INTRABAR	5	-0.20	-0.92
48	56	down	20964	2025-11-19 14:15:00	51.89900	52.36000	0.46100	20965	2025-11-19 14:30:00	52.04000	TRAILING_SL_INTRABAR	1	-0.31	-0.60
48	57	up	21132	2025-11-21 10:15:00	49.55300	48.85900	0.69400	21133	2025-11-21 10:30:00	49.28000	TRAILING_SL_INTRABAR	1	-0.39	-1.22
